;FTSE UK Dividend+ Index;MSCI EM Emerging Markets High Dividend Yield Gross Total Return USD Index;FTSE 100 Total Return Index GBP;MSCI Daily TR Gross EM USD;MSCI United Kingdom High Dividend Yield Gross Total Return USD Index;MSCI UK Gross Total Return USD Index;MSCI Japan High Dividend Yield Gross Total Return USD;MSCI Daily TR Gross Europe Ex UK USD;MSCI USA Hdy Gross Total Return USD Index;MSCI Daily TR Gross USA USD;MSCI World HIGH DIVIDEND YIELD Gross Total Return Total Return USD Index;MSCI Daily TR Gross USA USD;MSCI World HIGH DIVIDEND YIELD Gross Total Return Total Return USD Index;MSCI Daily TR Gross World USD;S&P Europe 350 Dividends Aristocrats Total Return Index;S&P Europe 350 Gross Total Return Index;S&P/JPX Dividend Aristocrats Total Return Index;S&P 500 Dividend Aristocrats Total Return Index;S&P 500 Total Return Index;Topix Total Return Index JPY;S&P South Africa Dividend Aristocrats Index ZAR Gross TR;FTSE/JSE Africa All Share Index;FTSE/JSE Dividend+ Index Total Return Index
2023/05/22 00:00;2262,85;#N/A;8121,93;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;3611,02;#N/A;78050,43;#N/A
2023/05/19 00:00;2261,38;10134,01;8118,13;2467,767;2173,73;10207,41;4045,31;14082,86;5427,59;18559,56;2713,4;18559,56;2713,4;12912,34;449,312;4227,82;378,63;4018,997;8988,46;3587,44;4364,674;78175,82;643,76
2023/05/18 00:00;2260,35;10135,94;8102,88;2469,249;2173,69;10166,48;4044,47;13947,55;5427,58;18590,7;2702,77;18590,7;2702,77;12899,64;445,9;4201,21;379,65;4021,882;9001,25;3581,06;4334,002;77667,96;639,32
2023/05/17 00:00;2261,51;10090,66;8069,54;2463,018;2195,12;10173,59;4040,31;13944,97;5404,22;18407,57;2700,32;18407,57;2700,32;12809,12;443,621;4180,09;379,94;4014,344;8915,43;3540,82;4409,372;78390,74;648,35
2023/05/16 00:00;2277,49;10126,44;8098,63;2471,57;2206,86;10240,17;4037,74;14017,85;5350,66;18183,47;2696,13;18183,47;2696,13;12722,77;446,233;4184,66;378,28;3984,638;8808,95;3530,14;4374,346;77973,02;654,96
2023/05/15 00:00;2292,97;10137,96;8126,45;2466,567;2236,2;10287,67;4032,07;14074,39;5415,8;18310,46;2716,89;18310,46;2716,89;12799,51;448,099;4203,09;376,33;4030,82;8865,03;3509,69;4394,825;78261,65;659,71
2023/05/12 00:00;2284,15;10082,77;8102,33;2454,991;2219,2;10227,53;4025,16;14045,12;5403,98;18246;2710,68;18246;2710,68;12750,92;447,35;4191,55;370,22;4030,285;8837,68;3479,05;4393,451;78330,2;664,98
2023/05/11 00:00;2277,66;10168,28;8077,22;2467,138;2222,74;10235,47;4027,24;14047,98;5394,36;18276,22;2710,17;18276,22;2710,17;12771,9;446,734;4169,11;369,83;4024,449;8849,69;3456,95;4337,893;76997,16;647,21
2023/05/10 00:00;2292,79;10233,64;8076,09;2471,695;2266,8;10316,5;4055,32;14088,39;5418,17;18302,73;2722,08;18302,73;2722,08;12802,53;446,315;4166,97;370,74;4037,716;8862,85;3461,63;4420,848;77775,02;665,5
2023/05/09 00:00;2300,82;10294,22;8099,85;2478,133;2282,53;10348,3;4056,75;14121,25;5420;18214,93;2728,59;18214,93;2728,59;12768,53;447,326;4184,4;370,16;4037,2;8823,05;3480,94;4413,426;77776,87;673,06
2023/05/08 00:00;#N/A;10324,95;#N/A;2496,244;2283,24;10383,48;4005,78;14248,2;5445,85;18294,07;2738,33;18294,07;2738,33;12820,92;447,17;4193,72;365,73;4054,564;8863,01;3437,23;4477,329;78572,33;685,86
2023/05/05 00:00;2314,79;10222,03;8114,75;2476,154;2280,8;10372,38;4000,55;14166,33;5460,68;18277,56;2738,81;18277,56;2738,81;12794,75;445,615;4176,98;#N/A;4066,477;8858,86;#N/A;4442,51;78132,77;677,05
2023/05/04 00:00;2285,98;10141,65;8035,73;2462,347;2236,69;10234,82;4030,43;14007,6;5387,31;17942,96;2712,08;17942,96;2712,08;12598,61;442,907;4130,01;#N/A;4019,767;8697,68;#N/A;4379,54;77271,13;665,33
2023/05/03 00:00;2315,25;10075,85;8114,66;2445,182;2244,63;10303,1;3993,45;14135,24;5439,29;18069,45;2724,75;18069,45;2724,75;12672,94;444,701;4148,33;#N/A;4044,695;8759,95;#N/A;4411,399;78218,6;682,5
2023/05/02 00:00;2312,06;10082,9;8098,68;2455,801;2233,06;10224,41;3954,24;13979,86;5487,54;18191,7;2728,11;18191,7;2728,11;12702,69;441,103;4131,08;364,97;4062,469;8821,59;3444,4;4365,15;77532,9;676,01
2023/05/01 00:00;#N/A;10102,28;#N/A;2462,622;2271,78;10404,05;3945,05;14127,22;5558,31;18408,98;2755,73;18408,98;2755,73;12839,84;446,164;4180,25;367,58;4104,06;8924,92;3448,61;#N/A;#N/A;#N/A
2023/04/28 00:00;2334,78;10105,31;8200,3;2463,339;2280,58;10444,35;3943,07;14199,2;5553,45;18414,91;2757,6;18414,91;2757,6;12850,38;445,962;4179,16;364,05;4096,723;8928,35;3414,45;4412,589;78218,37;683,24
2023/04/27 00:00;2317,39;10062,97;8159,68;2448,674;2268,62;10312,51;3952,93;14085,35;5501,56;18266,35;2734,55;18266,35;2734,55;12755,57;441,961;4152,05;359,67;4064,042;8854,32;3372,95;#N/A;#N/A;#N/A
2023/04/26 00:00;2330,88;9972,84;8174,64;2437,719;2275,2;10328,29;3958,27;14096,41;5436,44;17920,08;2718,72;17920,08;2718,72;12590,73;441,172;4144,19;357,16;3985,148;8684,19;3358,6;4402,332;78122,12;679,86
2023/04/25 00:00;2315,6;9966,45;8214,71;2431,851;2266,03;10323,73;3950,52;14140,73;5501,26;17988,24;2741,03;17988,24;2741,03;12633,99;446,706;4178,74;358,81;4033,569;8717,63;3388,87;4362,565;77891,13;678,83
2023/04/24 00:00;2319,55;10064,4;8236,64;2461,501;2299,97;10401,2;3913,19;14251,76;5557,47;18287,27;2753,67;18287,27;2753,67;12801,02;447,174;4190,28;357,36;4072,649;8857,3;3380,89;4394,553;78121,37;683,8
2023/04/21 00:00;2320,54;10095,99;8238,65;2469,961;2288,56;10348,58;3911,81;14151,04;5546,43;18276,15;2746,01;18276,15;2746,01;12779,62;446,543;4187,06;356,92;4052,902;8849,76;3377,11;4388,39;77910,96;685,59
2023/04/20 00:00;2326,31;10159,26;8226,66;2492,609;2335,64;10380,63;3935,25;14081,11;5543,09;18261,87;2746,73;18261,87;2746,73;12776,76;443,578;4169,98;357,59;4048,678;8841,62;3384,86;4488,311;78883,26;696,75
2023/04/19 00:00;2339,91;10179,78;8218,31;2494,013;2343,42;10363,13;3921,86;14074,42;5578,65;18371,34;2757,39;18371,34;2757,39;12824,6;442,411;4173,76;356,09;4046,005;8893,6;3385,94;4472,862;78796,86;686,19
2023/04/18 00:00;2341,5;10268,29;8229,41;2519,341;2358,87;10362,32;3930,39;14097,77;5583,56;18374,89;2759,07;18374,89;2759,07;12835,9;442,409;4177,61;355,04;4038,364;8894,35;3386,79;4515,106;79294,76;688,42
2023/04/17 00:00;2335,48;10278,74;8198,27;2527,433;2325,86;10270,9;3887,58;13986,75;5589,52;18356,92;2756,07;18356,92;2756,07;12796,58;441,17;4159,9;353,32;4033,982;8886,76;3363,69;4417,626;78723,7;674,59
2023/04/14 00:00;2332,98;10273,54;8190,37;2519,079;2334,34;10332,58;3908,09;14116,12;5563,09;18295,51;2752,35;18295,51;2752,35;12789,56;439,367;4162,45;351,06;4007,316;8857,31;3350;4383,515;78870,36;680,6
2023/04/13 00:00;2325,86;10236,96;8160,69;2510,107;2339,52;10350,05;3916,95;14067,42;5578,59;18334,42;2760,7;18334,42;2760,7;12804,29;438,092;4138,85;349,95;4026,578;8875,65;3332,09;4409,56;78462,77;685,66
2023/04/12 00:00;2324,75;10222,06;8135;2501,301;2315,49;10283,93;3899,96;13903,04;5541,54;18088,86;2742,96;18088,86;2742,96;12649,8;436,847;4118,55;350,56;4003,208;8758,11;3330,42;4358,268;77740,69;680,94
2023/04/11 00:00;2315,56;10152,8;8094,32;2507,8;2308,84;10199,67;3859,15;13796,06;5563,86;18166,64;2738,76;18166,64;2738,76;12655,4;434,563;4111,39;347,87;4015,976;8794,29;3305,41;4371,27;77990,54;680,69
2023/04/10 00:00;#N/A;9987,73;#N/A;2488,671;2245,93;10088,56;3809,57;13619,81;5546,91;18162,72;2721,46;18162,72;2721,46;12606,19;#N/A;#N/A;345,99;3995,445;8794,65;3279,99;#N/A;#N/A;#N/A
2023/04/07 00:00;#N/A;9952,07;#N/A;2484,542;2259,65;10150,18;3846,72;13729,09;5531,42;18141,4;2728;18141,4;2728;12624,62;#N/A;#N/A;344,32;#N/A;#N/A;3261,59;#N/A;#N/A;#N/A
2023/04/06 00:00;2289,13;9959,04;8048,41;2477,896;2259,65;10150,18;3841,56;13729,09;5531,42;18141,4;2728,06;18141,4;2728,06;12623,35;432,583;4089,73;342,41;3979,761;8785,7;3254,69;4311,438;77113,7;666,69
2023/04/05 00:00;2257,98;10002,57;7962,05;2486,432;2250,05;10054,94;3901,53;13649,04;5532,24;18076,15;2726,41;18076,15;2726,41;12593,01;428,773;4066,06;345,18;3982,176;8752,54;3292,12;4286,932;76656,42;668,79
2023/04/04 00:00;2263,23;10018,31;7932,51;2485,669;2284,6;10050,94;3951,16;13753,73;5502,71;18132,94;2714,46;18132,94;2714,46;12648,33;428,921;4068,51;351,93;3980,754;8773,31;3356,7;4348,22;77458,58;687,31
2023/04/03 00:00;2276,88;10024,25;7972,5;2488,7;2285,75;10007,76;3918,15;13656,2;5547,98;18241,86;2714,69;18241,86;2714,69;12678,5;429,448;4070,92;350,76;4023,224;8823,66;3348,27;4278,301;76614,96;674,33
2023/03/31 00:00;2272,43;9986,5;7929,62;2491,096;2287,86;9917,271;3880,49;13650,53;5530,48;18184,14;2704,59;18184,14;2704,59;12622,66;431,751;4070,42;346,27;4010,52102;8791,13;3324,74;4251,629;76100,17;666,05
2023/03/30 00:00;2275,97;9980,4;7917,87;2479,759;2290,24;9917,402;3858,96;13607,76;5464,65;17916,28;2682,26;17916,28;2682,26;12478,59;428,79;4043,44;343,27;3950,50886;8665,7;3291,23;4327,428;76704,63;673,97
2023/03/29 00:00;2259,34;9933,73;7853,11;2464,533;2252,63;9788,469;3844,32;13349,85;5441,24;17809,74;2664,95;17809,74;2664,95;12375,05;425,716;4002,71;342,11;3936,674;8615,29;3272,91;4302,021;76480,11;668,54
2023/03/28 00:00;2223;9860,38;7770,03;2440,102;2251,18;9700,752;3841,69;13167,85;5377,36;17555,2;2639,02;17555,2;2639,02;12217,82;420,405;3950,7;337,38;3897,345;8494,35;3225,67;4264,801;76047,34;661,15
2023/03/27 00:00;2217,14;9792,79;7757,08;2423,158;2231,42;9641,116;3805,36;13116,48;5367,65;17583,93;2628,66;17583,93;2628,66;12206,91;421,77;3950,01;335,04;3880,359;8507,54;3217,73;4196,572;75283,68;651,24
2023/03/24 00:00;2202,93;9844,58;7688,22;2443,13;2218,06;9519,707;3810,24;12954,42;5342,11;17550,96;2612,83;17550,96;2612,83;12161,66;417,559;3908,69;334,53;3852,654;8493,55;3207,05;4186,952;74695,04;649,71
2023/03/23 00:00;2232,79;9898,25;7785,97;2456,451;2273,35;9707,583;3812,4;13290,83;5295,67;17459,31;2608,51;17459,31;2608,51;12179,75;419,541;3956,76;335,49;3807,96905;8445,87;3210,33;4195,057;75585,23;656,11
2023/03/22 00:00;2255,2;9822,02;7848,41;2415,516;2271,89;9717,507;3773,93;13165,55;5302,9;17406,65;2603,13;17406,65;2603,13;12129,81;419,247;3965,05;335,64;3827,665;8420,02;3219,53;4185,222;75243,44;656,84
2023/03/21 00:00;2260,47;9750,67;7816,65;2392,393;2263,23;9644,043;3720,46;13123,5;5397,52;17704,5;2620,94;17704,5;2620,94;12244,79;419,05;3956,11;#N/A;3895,58565;8560,31;#N/A;#N/A;#N/A;#N/A
2023/03/20 00:00;2225,84;9724,61;7679,35;2368,389;2257,94;9523,565;3738,98;12877,13;5366,56;17465,78;2606,9;17465,78;2606,9;12092,6;416,983;3905,22;330,52;3871,315;8449,98;3164,37;4144,568;74271,06;651,67
2023/03/17 00:00;2196,3;9787,23;7608,35;2389,658;2190,31;9348,536;3778,6;12667,56;5293,08;17314,62;2578,12;17314,62;2578,12;11992,59;413,587;3865,62;336,77;3816,19687;8375,21;3213,77;4055,138;72527,92;646,71
2023/03/16 00:00;2234,89;9664;7685,76;2363,994;2197,88;9419,48;3742,31;12795,71;5362,82;17510,62;2600,31;17510,62;2600,31;12090,57;418,235;3912,07;336,11;3875,571;8468,33;3176,99;4036,082;72905,5;645,7
2023/03/15 00:00;2227,04;9697,65;7607,44;2376,545;2179,68;9269,966;3798,13;12509,88;5311,25;17204,08;2579,73;17204,08;2579,73;11908,05;412,384;3856,13;342,64;3845,891;8320,96;3214,73;4070,642;72895,54;651,01
2023/03/14 00:00;2310,84;9679;7910,58;2371,638;2292,1;9725,999;3715,4;13106,94;5341,39;17327,09;2601,48;17327,09;2601,48;12069,69;418,492;3977,02;336,17;3881,38757;8379,16;3194,11;4124,487;75008,68;668,24
2023/03/13 00:00;2287,24;9814,51;7818,94;2411,937;2265,08;9628,176;3848,13;12906,74;5289,75;17035,14;2588,89;17035,14;2588,89;11928,87;413,392;3916,86;349,24;3845,82711;8241,39;3281,77;4174,602;75502,28;683,41
2023/03/10 00:00;2349,56;9736,23;8025,8;2395,979;2308,3;9834,717;3875,33;13157,38;5319,62;17060,46;2602,08;17060,46;2602,08;11990,78;417,965;4010,94;358,43;3845,737;8253,65;3331,93;4145,149;76454,36;685,88
2023/03/09 00:00;2386,5;9824,95;8162,15;2428,698;2292,01;9844,527;3870,36;13188,61;5368,69;17328,25;2613,43;17328,25;2613,43;12142,45;424,008;4066,86;364,91;3903,26;8374,25;3396,73;4176,963;77664,05;690,3
2023/03/08 00:00;2408,99;9909,65;8204,97;2452,702;2307,56;9831,37;3812,27;13183,72;5457,93;17661,47;2633,9;17661,47;2633,9;12290,74;423,848;4070,41;360,16;3963,06759;8530,33;3364,12;4225,133;77741,83;693,51
2023/03/07 00:00;2407,76;9965,01;8194,17;2478,265;2300,75;9849,049;3810,08;13216,95;5463,73;17636,78;2638,15;17636,78;2638,15;12287,15;423,998;4066,43;358,44;3958,036;8517,54;3353,9;4237,661;78556,54;695,69
2023/03/06 00:00;2422,09;9976,11;8204,84;2491,703;2357,03;9990,608;3821,27;13441,1;5551,45;17907,34;2675,14;17907,34;2675,14;12466,5;427,142;4097,62;356,28;4020,559;8649,88;3339,99;4268,904;78697,83;700,34
2023/03/03 00:00;2423,6;9928,76;8222,76;2477,363;2361,49;9974,587;3784,95;13322,06;5552,76;17903,22;2669,77;17903,22;2669,77;12435,85;427,908;4098,92;355,09;4031,494;8643,61;3312,16;4306,287;78293,01;706,19
2023/03/02 00:00;2405,32;9874,04;8219,58;2457,225;2330,33;9954,233;3737,98;13194,47;5500,33;17613,88;2647,43;17613,88;2647,43;12262,44;425,416;4063,36;352,35;3989,339;8505,55;3271,23;4252,386;77547,01;699,3
2023/03/01 00:00;2411,53;9850,9;8170,71;2467,496;2338,32;9941,716;3756,61;13192,18;5466,1;17479,34;2637,29;17479,34;2637,29;12201,33;421,494;4040,25;352,93;3951,694;8440,25;3276,54;4315,853;78631,45;708,41
2023/02/28 00:00;2417,5;9685,77;8130,81;2416,856;2319,6;9979,468;3730,52;13196,03;5480,57;17560,42;2639,77;17560,42;2639,77;12235,69;425,923;4065,94;351,78;3973,877;8479,8;3269,12;4252,996;77733,87;702,25
2023/02/27 00:00;2412,19;9709,66;8191,55;2424,878;2298,67;9989,912;3755,09;13246,06;5509,96;17609,16;2652,73;17609,16;2652,73;12266,52;431,679;4082,95;353,26;3983,847;8504,76;3268,15;4258,603;77513,78;703,39
2023/02/24 00:00;2391,35;9727,8;8133,27;2436,378;2270,28;9853,547;3737,87;13024,82;5501,74;17552,11;2646,42;17552,11;2646,42;12198,36;427,844;4039,04;349,31;3977,796;8477,66;3260,04;4248,435;76937,77;704,07
2023/02/23 00:00;2399,53;9867,37;8163,27;2476,038;2320,79;9951,82;3749,45;13263,45;5533,7;17742,95;2668,23;17742,95;2668,23;12335,38;429,594;4084,52;#N/A;3994,095;8567,57;#N/A;4327,332;79010,83;714,67
2023/02/22 00:00;2412,59;9787,12;8166,44;2461,625;2364,23;9993,788;3756,13;13288,12;5522,11;17649,97;2674,37;17649,97;2674,37;12303,76;431,348;4082,63;347,83;3986,816;8521,45;3238,49;4289,485;78170,14;705,86
2023/02/21 00:00;2433,78;9890,83;8214,96;2494,444;2414,61;10111,66;3791,31;13386,09;5535,96;17668,1;2684,35;17668,1;2684,35;12345,81;430,366;4096,2;351,28;3986,823;8534,73;3274,9;4388,083;78811,05;715,13
2023/02/20 00:00;2462,51;9895,39;8252,6;2519,552;2432,7;10061,03;3798,66;13445,25;5638,38;18034,86;2710,69;18034,86;2710,69;12538,78;430,751;4104,07;349,73;#N/A;#N/A;3278,59;4456,721;79829,39;725,14
2023/02/17 00:00;2448,64;9808,33;8242,36;2505,055;2401,97;10022,16;3769,4;13407,91;5638,38;18034,86;2704,24;18034,86;2704,24;12523,32;429,985;4100,11;345,95;4074,042;8709,21;3265,83;4417,628;79271,78;717,67
2023/02/16 00:00;2444,48;9829,48;8250,77;2534,388;2391,53;10044,72;3772,25;13445,1;5612,64;18094,05;2693,64;18094,05;2693,64;12570,1;429,093;4107,27;345,23;4064,236;8731,75;3280,81;4474,486;80227,19;725,84
2023/02/15 00:00;2442,18;9792,73;8222,98;2518,616;2376,4;10000,54;3750,08;13425,37;5654,18;18346,6;2704,91;18346,6;2704,91;12680,04;429,467;4099,47;344,87;4085,051;8853,02;3258,92;4427,02;79471,76;718,33
2023/02/14 00:00;2423,65;9868,41;8177,76;2542,233;2394,54;10084,53;3789,71;13387,1;5640,32;18268,15;2709,34;18268,15;2709,34;12664,79;426,875;4078,69;343,66;4065,155;8826,32;3267,69;4486,428;79858,02;728,57
2023/02/13 00:00;2422,81;9822,96;8171,33;2539,724;2401,02;10058,23;3761,22;13381,53;5675,34;18259,47;2717,52;18259,47;2717,52;12652,11;427,194;4076,79;340,35;4082,871;8827,72;3242,41;4499,444;79770,21;730,16
2023/02/10 00:00;2415,32;9811,83;8104,35;2539,946;2370,73;9929,04;3806,24;13209,16;5618,88;18050,38;2695,63;18050,38;2695,63;12533,23;423,039;4038,74;340,07;4036,626;8726,47;3257,65;4449,169;78985,35;719,19
2023/02/09 00:00;2436,71;9871,76;8133,85;2567,107;2432,67;10027,97;3800,32;13461,05;5569,85;18015,76;2692,8;18015,76;2692,8;12560,5;427,68;4074,19;338,65;4007,073;8705,58;3254,43;4488,568;80021,09;730,91
2023/02/08 00:00;2430,55;9894,4;8107,14;2557,147;2407,99;9908,055;3782,17;13334,11;5613,77;18179,33;2699,61;18179,33;2699,61;12610,63;427,573;4049,37;337,6;4048,972;8781,79;3252,75;4522,912;79975,59;736,04
2023/02/07 00:00;2426,04;9846,27;8086,11;2544,255;2397,82;9820,982;3807,31;13277,82;5660,95;18382,88;2707,86;18382,88;2707,86;12693,72;426,547;4038,21;336,13;4091,335;8879,91;3251,81;4543,698;79534,22;741,45
2023/02/06 00:00;2422,5;9844,62;8057,32;2541,682;2391,66;9777,299;3760,59;13320,19;5638,73;18148,51;2700,91;18148,51;2700,91;12572,48;427,893;4032,17;334,59;4074,926;8766,9;3244,95;4502,992;79582,83;737,64
2023/02/03 00:00;2446,69;10015,19;8124,24;2602,426;2440,65;9931,236;3769,24;13591,95;5666,33;18266,7;2722,5;18266,7;2722,5;12693,94;429,777;4061,32;333,21;4104,38;8820,47;3230,27;4577,112;80240,92;747,23
2023/02/02 00:00;2451,5;10094,45;8040,31;2619,49;2466,08;9974,786;3854,43;13636,86;5714,21;18466,77;2746,36;18466,77;2746,36;12815,31;429,455;4043,1;334,83;4133,597;8912,35;3221,93;4551,139;79802,09;745,79
2023/02/01 00:00;2407,91;10078,4;7979,6;2612,544;2452,49;9944,957;3859,6;13403,7;5692,44;18186,83;2739,71;18186,83;2739,71;12644,37;418,717;3994,83;339,02;4100,896;8782,77;3233,51;4532,209;79816,87;744,75
2023/01/31 00:00;2411,34;10011,69;7990,49;2584,23;2462,94;9954,648;3829,65;13311,02;5667,25;17989,88;2728,37;17989,88;2728,37;12532,09;418,838;4000,1;341,53;4067,273;8691,88;3238,48;4536,872;79476,6;739,81
2023/01/30 00:00;2420,53;10095,93;8004,02;2615,626;2480,58;10028,65;3820,91;13341,28;5602,73;17724,78;2712,69;17724,78;2712,69;12416,34;420,57;4008,37;341,42;3997,401;8566,28;3250,16;4559,91;80324,86;743,86
2023/01/27 00:00;2426,61;10090,65;7983,75;2633,491;2474;9981,253;3841,28;13335,81;5639,11;17965,57;2721,12;17965,57;2721,12;12534,83;419,779;4014;341,34;4017,469;8678,01;3250,36;4627,142;80791,36;747,06
2023/01/26 00:00;2416,71;10095,95;7979,59;2636,66;2485,27;9974,947;3822,09;13322,69;5653,33;17909;2726,81;17909;2726,81;12497,51;418,291;4005,51;338,61;4021,906;8656,26;3243,37;4620,742;80508,97;742,04
2023/01/25 00:00;2403,49;10039,45;7962,9;2608,583;2467,49;9956,206;3850,19;13341,35;5635,92;17705,04;2729,56;17705,04;2729,56;12402,97;416,744;3992,21;338,29;4016,907;8561,4;3247,13;4568,783;79725,46;741,72
2023/01/24 00:00;2402,7;10019,76;7975,73;2603,403;2451,08;9932,077;3825,97;13351,16;5622,77;17707,56;2721,13;17707,56;2721,13;12399,1;420,416;4001,71;337,47;4031,147;8562,87;3234,39;4603,27;80037,01;748,16
2023/01/23 00:00;2400,24;10006,29;8003,82;2602,086;2465,57;10021,33;3757,08;13343,58;5620,81;17725,67;2719,34;17725,67;2719,34;12394,39;422,179;4010,4;333,97;4031,332;8568,77;3189,24;4620,21;80128,63;753,59
2023/01/20 00:00;2388,97;9991,23;7989,34;2595,987;2447,31;10004,09;3746,47;13205,38;5578,67;17507,92;2705,32;17507,92;2705,32;12260,79;421,281;3989,61;332,06;3999,056;8468,15;3158,9;4587,85;79269,77;743,86
2023/01/19 00:00;2375,51;9930,82;7965,38;2575,106;2438,19;9973,268;3755,74;13092,64;5511,17;17174,42;2684,99;17174,42;2684,99;12080,31;419,903;3974,26;329,06;3938,374;8310,75;3140,46;4628,951;79505,06;747,66
2023/01/18 00:00;2407,62;9966,24;8049,6;2580,44;2487,19;10106,53;3807,26;13372,02;5567,5;17309,91;2710,45;17309,91;2710,45;12206,16;425,235;4034,81;331,99;3998,793;8373,66;3172,11;4634,279;79865,48;751,44
2023/01/17 00:00;2406,63;9924,94;8070,49;2573,723;2457,63;10042,99;3757,33;13304,02;5677,05;17580,39;2737,86;17580,39;2737,86;12309,18;424,378;4025,64;329,05;4071,093;8506,03;3119,58;4635,713;79385,11;746,17
2023/01/16 00:00;2410,05;9952,84;8079,78;2582,542;2436,63;9990,194;3704,17;13291,38;5718,55;17609,08;2745,12;17609,08;2745,12;12306,6;422,183;4010,67;328,07;#N/A;#N/A;3092,4;4640,79;79167,8;749,74
2023/01/13 00:00;2401,9;9952,82;8063,34;2579,568;2440,46;9977,844;3765,24;13220,82;5718,55;17609,08;2743,88;17609,08;2743,88;12305,77;417,478;3990,59;333,41;4088,722;8523,32;3119,89;4691,961;79333,72;757,45
2023/01/12 00:00;2405,59;9896,03;8011,91;2550,684;2441,33;9867,552;3712,43;13143,24;5709,15;17532,99;2736,17;17532,99;2736,17;12235,19;416,601;3970,09;330,45;4070,503;8489,08;3128,26;4652,013;78627,55;752,37
2023/01/11 00:00;2351,37;9854,4;7938,97;2547,026;2383,92;9754,893;3629,48;12996,19;5710,7;17467,7;2724,17;17467,7;2724,17;12147,1;415,664;3948,29;328,2;4076,606;8459,18;3116,89;4671,335;78522,1;753,93
2023/01/10 00:00;2358,81;9828,84;7907,63;2539,926;2373,47;9738,355;3617,18;12901,24;5689,41;17238,9;2718,12;17238,9;2718,12;12014,02;413,509;3931,37;325,84;4027,6985;8351,68;3083,51;4644,344;78000,31;757,2
2023/01/09 00:00;2369,77;9805,71;7938,92;2538,516;2405,17;9809,005;3619,33;12994,58;5672,97;17117,41;2722,86;17117,41;2722,86;11977,9;416,301;3955,17;#N/A;4007,082;8293,8;#N/A;4648,545;78342,7;758,54
2023/01/06 00:00;2370,24;9650,03;7912,76;2476,057;2356,34;9669,385;3605,66;12689,41;5724,29;17120,3;2724,99;17120,3;2724,99;11915,75;413,175;3922,93;326,69;4026,122;8298,61;3075,1;4577,916;76858,94;746,01
2023/01/05 00:00;2345,79;9538,71;7844,9;2464,356;2293,5;9458,606;3564,03;12458,98;5586,37;16740,7;2667,84;16740,7;2667,84;11667,92;409,233;3879,97;326,98;3931,142;8113,15;3063,86;4479,329;75439,3;733,04
2023/01/04 00:00;2332,37;9502,64;7794,62;2439,792;2268,39;9519,548;3618,98;12589,12;5630,54;16940,59;2690,78;16940,59;2690,78;11799,73;412,481;3884,65;329,97;3988,285;8207,42;3062,63;4403,054;74567,61;720,47
2023/01/03 00:00;2306,69;9476,43;7762,65;2410,524;2254,11;9461,617;3693,28;12310,45;5576,2;16806,73;2663,09;16806,73;2663,09;11693,93;404,979;3826,64;#N/A;3944,02;8145,6;#N/A;4397,789;74436,48;729,94
2023/01/02 00:00;#N/A;9449,17;#N/A;2394,336;2231,14;9346,157;3659,97;12326,15;5570,48;16879,3;2657,16;16879,3;2657,16;11721,94;399,514;3782,39;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2022/12/30 00:00;2272,41;9455,44;7657,48;2394,898;2231,14;9346,157;3659,97;12171,03;5570,48;16879,3;2653,36;16879,3;2653,36;11700,99;397,281;3743,2;331,8;3939,471;8178,02;3101,25;4313,413;73048,57;731,11
2022/12/29 00:00;2293,95;9445,55;7720,14;2397,577;2242,11;9443,514;3636,63;12327,8;5593,51;16920,92;2664,55;16920,92;2664,55;11742,32;402,529;3792,18;331,63;3969,21;8198,36;3107,08;4372,018;73597,14;738,28
2022/12/28 00:00;2292,43;9475,68;7703,54;2404,38;2243,14;9410,379;3641,83;12162,56;5534,75;16621,48;2643,78;16621,48;2643,78;11573,61;400,322;3766,4;334,91;3920,02;8056,62;3124,36;4385,682;74277,56;743,21
2022/12/27 00:00;#N/A;9442,53;#N/A;2398,468;2220,52;9362,745;3657,12;12244,84;5597,78;16825;2663,48;16825;2663,48;11689,45;398,817;3770,93;334,16;3974,259;8154,57;3126,2;#N/A;#N/A;#N/A
2022/12/26 00:00;#N/A;9443,47;#N/A;2391,153;2228,37;9395,855;3677,24;12157,06;5582,01;16896,23;2656,37;16896,23;2656,37;11709,23;#N/A;#N/A;332,02;#N/A;#N/A;3113,7;#N/A;#N/A;#N/A
2022/12/23 00:00;2277,89;9434,06;7678,7;2386,87;2228,37;9395,855;3663,31;12157,06;5582,01;16896,23;2655,84;16896,23;2655,84;11707,92;399,216;3764,29;331,33;3962,87;8187,06;3106,22;4335,803;73493,47;742,83
2022/12/22 00:00;2271,9;9443,14;7674,86;2409,951;2212,8;9367,856;3701,66;12147,23;5550,8;16801,73;2649,32;16801,73;2649,32;11662,83;399,489;3767,21;329,71;3939,891;8139,07;3122,96;4316,47;73225,13;738,61
2022/12/21 00:00;2287,77;9386,03;7698,28;2382,157;2243,8;9455,044;3676,89;12284,65;5588,66;17050,76;2662,54;17050,76;2662,54;11804,72;403,65;3799,99;326,62;3967,771;8258,43;3098,65;4362,215;73836,91;745,47
